2 0 -0.000984795404281888 -0.000984795404281889
2 1 -0.00240423648103624 -0.00240423648103624
2 2 0.000276967293772396 0.000276967293772396
2 3 0.00270879610248407 0.00270879610248407
2 4 -0.00226659166405539 -0.00226659166405539
2 5 0.00014046935632978 0.00014046935632978
2 6 0.00406075658004923 0.00406075658004923
2 7 0.00319518137060065 0.00319518137060065
2 8 -0.00218101613156333 -0.00218101613156333
2 9 -0.00297716704393532 -0.00297716704393532
3 0 -2.53494782505042e-05 -2.53494782505042e-05
3 1 -2.67510803758679e-05 -2.67510803758678e-05
3 2 1.96882663751562e-05 1.96882663751563e-05
3 3 -5.83403002535134e-05 -5.83403002535135e-05
3 4 7.90484397645254e-05 7.90484397645253e-05
3 5 -9.77525160525537e-06 -9.77525160525536e-06
3 6 2.32065849180991e-05 2.32065849180992e-05
3 7 -5.60604150381297e-05 -5.60604150381298e-05
3 8 0.000172384399310129 0.000172384399310129
3 9 0.000194851155858927 0.000194851155858927
4 0 -3.7070877071919e-06 -3.70708770719191e-06
4 1 -1.14974029609776e-05 -1.14974029609776e-05
4 2 -4.48099045977138e-09 -4.48099045977235e-09
4 3 8.1722779092534e-06 8.1722779092534e-06
4 4 3.11808572786838e-05 3.11808572786838e-05
4 5 -2.47360782128553e-05 -2.47360782128553e-05
4 6 -1.92315854540486e-06 -1.92315854540488e-06
4 7 -1.67241220899638e-05 -1.67241220899638e-05
4 8 1.22547472754767e-06 1.22547472754768e-06
4 9 5.89924498158163e-07 5.89924498158164e-07
5 0 4.67488117644458e-07 4.67488117644457e-07
5 1 1.04020294075431e-06 1.04020294075431e-06
5 2 1.17148360789989e-07 1.1714836078999e-07
5 3 -6.29765835741608e-07 -6.29765835741607e-07
5 4 -2.31889069342768e-07 -2.31889069342768e-07
5 5 9.14660981005715e-07 9.14660981005716e-07
5 6 3.74761785708087e-07 3.74761785708088e-07
5 7 1.34205870379151e-06 1.34205870379151e-06
5 8 1.31918757193331e-07 1.31918757193332e-07
5 9 -1.40946206478777e-06 -1.40946206478777e-06
6 0 -1.91754537690811e-08 -1.9175453769081e-08
6 1 2.38313145509807e-08 2.38313145509808e-08
6 2 -8.95500004774236e-09 -8.95500004774235e-09
6 3 -6.66232551648105e-08 -6.66232551648104e-08
6 4 7.2699823207692e-08 7.2699823207692e-08
6 5 9.25293988168481e-09 9.25293988168481e-09
6 6 -3.56291766661685e-08 -3.56291766661685e-08
6 7 1.72257654487643e-08 1.72257654487643e-08
6 8 -6.09261721544846e-08 -6.09261721544845e-08
6 9 -9.1061812713073e-09 -9.10618127130729e-09
7 0 6.52272853683205e-10 6.52272853683207e-10
7 1 -1.77207507613425e-09 -1.77207507613424e-09
7 2 -6.21291236645923e-09 -6.21291236645924e-09
7 3 7.06418263229154e-09 7.06418263229159e-09
7 4 1.67061659055511e-10 1.67061659055503e-10
7 5 1.15397751672795e-08 1.15397751672795e-08
7 6 -4.61999296227906e-09 -4.61999296227909e-09
7 7 2.55647450182094e-10 2.556474501821e-10
7 8 -2.17761423229175e-10 -2.17761423229177e-10
7 9 -2.07315536726448e-08 -2.07315536726448e-08
8 0 2.57699850248297e-11 2.57699850248297e-11
8 1 -3.8777670517519e-10 -3.87776705175191e-10
8 2 -5.37926490017015e-11 -5.37926490017015e-11
8 3 -4.08602431699053e-10 -4.08602431699057e-10
8 4 1.17050796820617e-09 1.17050796820617e-09
8 5 2.26794965614137e-10 2.26794965614136e-10
8 6 2.64711831293436e-12 2.64711831293668e-12
8 7 -4.02256347687416e-10 -4.02256347687417e-10
8 8 1.65618557456793e-10 1.65618557456793e-10
8 9 7.62700022560727e-10 7.62700022560726e-10
9 0 8.24451782735002e-11 8.24451782735035e-11
9 1 1.20650992363251e-11 1.20650992363251e-11
9 2 -7.81896487600679e-12 -7.81896487600674e-12
9 3 8.43812026284522e-13 8.43812026284559e-13
9 4 -9.25076550501774e-12 -9.25076550501797e-12
9 5 2.23919777254937e-11 2.23919777254938e-11
9 6 -1.56159817341428e-12 -1.56159817341413e-12
9 7 -2.95507317285691e-12 -2.95507317285678e-12
9 8 -1.2312317298534e-11 -1.23123172985338e-11
9 9 6.88956723114418e-11 6.8895672311443e-11
10 0 1.28399827488941e-12 1.28399827488979e-12
10 1 9.90986830335987e-13 9.90986830335968e-13
10 2 3.12469674184129e-12 3.12469674184127e-12
10 3 -5.13353528653575e-13 -5.13353528653703e-13
10 4 -2.11977345505565e-13 -2.11977345505633e-13
10 5 -1.1684080461848e-12 -1.16840804618486e-12
10 6 -2.05420417105879e-12 -2.05420417105864e-12
10 7 -3.3802072178346e-12 -3.38020721783462e-12
10 8 1.52761643987558e-12 1.52761643987565e-12
10 9 5.61262556383089e-13 5.61262556383204e-13
11 0 -4.32892594944396e-16 -4.32892594979581e-16
11 1 1.67933736793078e-13 1.67933736792989e-13
11 2 9.1768464510699e-14 9.17684645107644e-14
11 3 -4.05094132809119e-14 -4.05094132809431e-14
11 4 -1.86342399493147e-13 -1.86342399493133e-13
11 5 4.10695763738884e-13 4.10695763738922e-13
11 6 -3.79057095270855e-13 -3.79057095270958e-13
11 7 1.12854991198133e-13 1.12854991197969e-13
